PARAMS,swe-User,G Threshold =>,1.47,,Fall Detect Frequency [Hz],10,,,
Time_Begin,Fri Mar 12 23:05:19 2021,,Fall Event Recorded?,True,,False Positive?,False,,
Time End,Fri Mar 12 23:05:25 2021,,Fall Time,Fri Mar 12 23:05:25 2021,NULL,,,
,,,,,,,,,
Epoch Time [s],Quat_1,Quat_2,Quat_3,Quat_4,Lin_Acc_1,Lin_Acc_2,Lin_Acc_3,C.O.P._x,C.O.P._y
1615608320.00352,0.5513916015625,-0.4656982421875,0.517333984375,0.45989990234375,0.02,-0.04,0.0,-0.6669503429697217,0.5480214790120195
1615608320.0275197,0.5513916015625,-0.4656982421875,0.517333984375,0.45989990234375,0.0,-0.05,-0.01,-0.6669503429697217,0.5480214790120195
1615608320.171573,0.5513916015625,-0.4656982421875,0.517333984375,0.45989990234375,0.0,-0.06,-0.01,-0.6669503429697217,0.5480214790120195
1615608320.3915718,0.5513916015625,-0.4656982421875,0.517333984375,0.45989990234375,0.0,-0.06,-0.05,-0.6669503429697217,0.5480214790120195
1615608320.3945644,0.5513916015625,-0.4656982421875,0.517333984375,0.45989990234375,0.0,-0.05,0.0,-0.6669503429697217,0.5480214790120195
1615608320.4816623,0.5513916015625,-0.4656982421875,0.517333984375,0.45989990234375,0.0,-0.05,-0.01,-0.6669503429697217,0.5480214790120195
1615608320.5336542,0.5513916015625,-0.4656982421875,0.517333984375,0.45989990234375,-0.01,-0.05,-0.04,-0.6669503429697217,0.5480214790120195
1615608320.5816543,0.5513916015625,-0.4656982421875,0.517333984375,0.45989990234375,-0.01,-0.05,-0.01,-0.6669503429697217,0.5480214790120195
1615608320.629775,0.5513916015625,-0.4656982421875,0.517333984375,0.45989990234375,0.0,-0.06,0.01,-0.6669503429697217,0.5480214790120195
1615608320.6756573,0.5513916015625,-0.4656982421875,0.517333984375,0.45989990234375,0.01,-0.07,0.0,-0.6669503429697217,0.5480214790120195
1615608320.721654,0.5513916015625,-0.4656982421875,0.517333984375,0.45989990234375,0.0,-0.05,-0.03,-0.6669503429697217,0.5480214790120195
1615608320.7676542,0.5513916015625,-0.4656982421875,0.517333984375,0.45989990234375,0.02,-0.06,-0.03,-0.6669503429697217,0.5480214790120195
1615608320.8156614,0.5513916015625,-0.4656982421875,0.517333984375,0.45989990234375,0.0,-0.06,0.0,-0.6669503429697217,0.5480214790120195
1615608320.8687065,0.5513916015625,-0.4656982421875,0.517333984375,0.45989990234375,-0.01,-0.07,0.0,-0.6669503429697217,0.5480214790120195
1615608320.921848,0.5513916015625,-0.4656982421875,0.517333984375,0.45989990234375,0.01,-0.05,0.01,-0.6669503429697217,0.5480214790120195
1615608320.969846,0.5513916015625,-0.4656982421875,0.517333984375,0.45989990234375,0.0,-0.08,-0.05,-0.6669503429697217,0.5480214790120195
1615608321.0268383,0.5513916015625,-0.4656982421875,0.517333984375,0.45989990234375,0.0,-0.05,-0.05,-0.6669503429697217,0.5480214790120195
1615608321.0268383,0.5513916015625,-0.4656982421875,0.517333984375,0.45989990234375,0.0,-0.04,-0.04,-0.6669503429697217,0.5480214790120195
1615608321.0780182,0.5513916015625,-0.4656982421875,0.517333984375,0.45989990234375,0.0,-0.05,-0.03,-0.6669503429697217,0.5480214790120195
1615608321.132011,0.5513916015625,-0.4656982421875,0.517333984375,0.45989990234375,0.0,-0.07,0.0,-0.6669503429697217,0.5480214790120195
1615608321.1840205,0.5513916015625,-0.4656982421875,0.517333984375,0.45989990234375,0.0,-0.04,-0.05,-0.6669503429697217,0.5480214790120195
1615608321.239011,0.5513916015625,-0.4656982421875,0.517333984375,0.45989990234375,0.0,-0.04,0.0,-0.6669503429697217,0.5480214790120195
1615608321.2854462,0.5513916015625,-0.4656982421875,0.517333984375,0.45989990234375,0.19,-0.01,0.0,-0.6669503429697217,0.5480214790120195
1615608321.3364556,0.5513916015625,-0.4656982421875,0.517333984375,0.45989990234375,0.05,-0.02,0.0,-0.6669503429697217,0.5480214790120195
1615608321.3984563,0.5513916015625,-0.4656982421875,0.517333984375,0.45989990234375,0.0,-0.07,-0.01,-0.6669503429697217,0.5480214790120195
1615608321.7296605,0.55133056640625,-0.46575927734375,0.517333984375,0.45989990234375,-0.01,0.85,0.44,-0.6680951972172059,0.5466161830681456
1615608321.8137164,0.5419921875,-0.4769287109375,0.5086669921875,0.46905517578125,-0.11,-0.02,-0.42,-0.7099105174257142,0.491133075025721
1615608321.8707108,0.5379638671875,-0.48052978515625,0.50775146484375,0.47100830078125,0.53,-0.31,0.3,-0.7463072508671132,0.43405363867668706
1615608321.9127202,0.5361328125,-0.477783203125,0.5108642578125,0.4725341796875,-0.06,-0.52,-0.15,-0.6983321717035783,0.5077022834176628
1615608321.9607196,0.537109375,-0.466552734375,0.51409912109375,0.4791259765625,-1.6500000000000001,0.68,-0.49,-0.19899362898098974,0.8397921814576202
1615608322.0077078,0.54296875,-0.44677734375,0.50750732421875,0.49798583984375,-0.45,0.27,-0.51,0.19911386035801298,0.8370466569844038
1615608322.0530336,0.54937744140625,-0.434814453125,0.4935302734375,0.51531982421875,-0.67,0.4,0.08,0.1930304668633203,0.8336685649345431
1615608322.0960257,0.56292724609375,-0.4256591796875,0.46673583984375,0.532958984375,0.43,0.28,-0.59,0.07783185192760715,0.8421844521078613
1615608322.1460357,0.5753173828125,-0.41693115234375,0.44622802734375,0.54412841796875,-0.66,-0.9500000000000001,0.03,0.019961588100141446,0.8350218789002953
1615608322.1896613,0.5904541015625,-0.3980712890625,0.42730712890625,0.55712890625,-0.33,0.56,0.37,0.016415064703497316,0.8186809634480009
1615608322.2886496,0.60321044921875,-0.38958740234375,0.41070556640625,0.56182861328125,-0.35000000000000003,-1.62,-0.46,-0.020471559871318292,0.8057192450518044
1615608322.3946984,0.6187744140625,-0.36566162109375,0.40362548828125,0.56610107421875,-0.53,0.3,-0.04,0.009472178190434994,0.7888532199454752
1615608322.4636981,0.63873291015625,-0.36309814453125,0.37335205078125,0.56640625,1.32,0.48,-0.49,-0.07690333000642029,0.7640539670846375
1615608322.5167086,0.647216796875,-0.35162353515625,0.356689453125,0.5745849609375,-1.31,0.37,0.75,-0.07812423206032414,0.744620972332663
1615608322.9337065,0.65771484375,-0.33233642578125,0.3358154296875,0.58673095703125,0.42,0.38,-0.46,-0.06703064363159082,0.7161063999159656
1615608322.9846985,0.70355224609375,-0.15460205078125,0.07257080078125,0.6898193359375,0.37,-0.88,-0.06,-0.10685737264733013,0.2702925786015232
1615608323.0307102,0.7052001953125,-0.12335205078125,0.05401611328125,0.69610595703125,-0.35000000000000003,0.38,-0.54,-0.0880492679089377,0.21298345275635275
